Image,X,Y,Z,Zoom,Pitch,Yaw,FH/BH+FH,SWLS,SW/BH,SW/IW,SW,FH/BH,FH/SW
Image_0234.jpg,30.6,108.755,137.2,94,0,90,0.10352,-4.05224,0.226328,0.0765625,NOT YET,0.115473,0.510204
Image_0236.jpg,30.6,108.755,136.6,94,0,90,0.107438,-3.0699,0.231481,0.078125,NOT YET,0.12037,0.52
Image_0237.jpg,30.6,108.755,136.3,94,0,90,0.109278,-2.81165,0.236111,0.0796875,NOT YET,0.122685,0.519608
Image_0238.jpg,30.6,108.755,136,94,0,90,0.109278,-3.36929,0.238426,0.0804688,NOT YET,0.122685,0.514563
Image_0239.jpg,30.6,108.755,135.7,94,0,90,0.109053,-3.28737,0.237875,0.0804688,NOT YET,0.122402,0.514563
Image_0240.jpg,30.6,108.755,135.4,94,0,90,0.110883,-3.43586,0.237875,0.0804688,NOT YET,0.124711,0.524272
Image_0241.jpg,30.6,108.755,135.1,94,0,90,0.105691,-3.29726,0.227273,0.078125,NOT YET,0.118182,0.52
Image_0242.jpg,30.6,108.755,134.8,94,0,90,0.111562,-2.87877,0.237443,0.08125,NOT YET,0.125571,0.528846
Image_0243.jpg,30.6,108.755,134.5,94,0,90,0.107505,-2.86413,0.231818,0.0796875,NOT YET,0.120455,0.519608
Image_0244.jpg,30.6,108.755,134.2,94,0,90,0.109312,-3.1437,0.234091,0.0804688,NOT YET,0.122727,0.524272
Image_0245.jpg,30.6,108.755,133.9,94,0,90,0.111336,-3.05202,0.23918,0.0820312,NOT YET,0.125285,0.52381
Image_0246.jpg,30.6,108.755,133.6,94,0,90,0.109312,-3.08353,0.236364,0.08125,NOT YET,0.122727,0.519231
Image_0248.jpg,30.6,108.755,133,94,0,90,0.104208,-3.4781,0.228188,0.0796875,NOT YET,0.116331,0.509804
Image_0249.jpg,30.6,108.755,132.7,94,0,90,0.106,-3.81917,0.228188,0.0796875,NOT YET,0.118568,0.519608
Image_0251.jpg,30.6,108.755,132.1,94,0,90,0.104,-3.78305,0.227679,0.0796875,NOT YET,0.116071,0.509804
Image_0252.jpg,30.6,108.755,131.8,94,0,90,0.107784,-2.87306,0.234899,0.0820312,NOT YET,0.120805,0.514286
Image_0253.jpg,30.6,108.755,131.5,94,0,90,0.109344,-3.20122,0.234375,0.0820312,NOT YET,0.122768,0.52381
